County,Population,incidenceRate,medIncome,povertyPercent,MedianAge,MedianAgeMale,MedianAgeFemale,AvgHouseholdSize,PctMarriedHouseholds,PctNoHS18_24,PctHS18_24,PctBachDeg18_24,PctHS25_Over,PctBachDeg25_Over,PctUnemployed16_Over,PctPrivateCoverage,PctEmpPrivCoverage,PctPublicCoverage,PctPublicCoverageAlone,PctWhite,PctBlack,PctAsian,PctOtherRace,deathRate
"White County, Arkansas",79161,473.3,42044,19.4,36.2,35,37.2,2.55,54.51299143,11.8,24.3,6.3,37.6,11.7,7.1,61.2,39.6,37,20.9,91.11873888,4.590643275,0.559369438,1.254767353,201.4
"Arapahoe County, Colorado",631096,429.5,65359,11.2,36.1,35,37.4,2.63,49.05771316,16.5,31.1,12.3,20.4,26,7.2,70.3,51.1,26,15.3,73.06965199,10.24050238,5.373247193,5.817264224,140.1
"Calcasieu Parish, Louisiana",198788,490.4,45979,18.4,36.1,34.8,37.4,2.55,46.04447395,15.4,35.2,6.1,35.8,14.4,8.3,62.2,42.6,33.7,19.6,70.80255453,24.90262243,1.315043877,0.515092885,192.2
"Clinch County, Georgia",6893,442.3,31577,28.5,36.1,35.1,38.5,2.49,39.05462999,27.8,28.4,10.5,35.4,7.4,10.7,46.2,31.3,42.5,27.1,67.19187159,26.63819761,0.427035783,2.812546017,190
"Cortland County, New York",48494,522,48357,13.8,36.1,35.7,36.4,2.54,45.19096738,3.5,18.1,7.2,34.7,13.4,6.1,75.3,54.3,31.6,15.4,94.28868544,1.765797362,0.913484085,0.776869278,181.4
"Effingham County, Georgia",57106,492,61195,11,36.1,34.9,37.2,2.95,60.07486979,16.3,42,1.7,38.2,11.5,6,70.2,52.3,23.5,13,82.76404906,13.54933187,0.970162914,0.571114772,201.7
"Grant County, Wisconsin",52250,428.2,46972,15,36.1,33.2,39.7,2.44,51.66349565,8.4,23.8,4.7,38.7,13.1,4.6,74.8,50.5,30.4,13.9,96.73716716,1.303190973,0.736079551,0.273844899,166.9
"Gray County, Kansas",6133,376.8,58543,8.3,36.1,36.8,35,2.78,64.88372093,33.5,25.6,4.5,25.6,14.3,2.9,76.1,48.4,22.1,11.4,98.35119538,0,0.131904369,1.071723001,150.7
"Hamilton County, Indiana",309697,397.9,89861,4.9,36.1,35.5,36.7,2.73,62.29758067,18.4,27.1,19.7,15.9,35.5,4.3,86.4,68.8,14.8,6.2,87.6218248,3.56835842,5.348660812,0.907175485,146.5
"Hamlin County, South Dakota",6047,403.4,53944,10.4,36.1,36,36.1,2.64,65.2892562,19.1,52,3,43.3,15.2,2.5,79.5,47.9,26.6,12.5,97.02440655,0.11701772,0.267469074,1.086593113,145.4
"Haskell County, Kansas",4064,306.5,59596,10.7,36.1,32.6,38.5,2.93,63.94265233,38,36.7,4,20.9,11.2,3.9,62.4,41.4,27.5,17.8,85.76271186,0,0.944309927,10.12106538,122.6
"Hennepin County, Minnesota",1223149,392,64490,13,36.1,35.3,37.2,2.39,43.89529902,12.1,22.5,19.9,17.8,30.3,6,75.4,56.1,27.3,15.2,74.27382081,12.16571379,6.796429382,2.530105796,156.8
"Jeff Davis County, Georgia",14920,411.6,35235,24.8,36.1,36.1,36.1,2.75,53.23834197,46.4,22.7,10.5,40.2,5.7,6.6,45.8,30.7,42.3,28.3,76.05070047,16.27084723,0,5.850567045,171.6
"Lamb County, Texas",13385,373.6,37111,22.6,36.1,32.9,38.7,2.78,53.44295992,26.4,30.7,2,30.5,11.6,6.2,48.4,31.8,38.5,26.4,87.20710231,5.836122835,0.152816184,4.555377674,183.6
"Malheur County, Oregon",30380,441.7,35094,28.7,36.1,35.3,37.3,2.62,49.52362434,20.3,37.9,2,29.9,9.4,11.2,54.6,31.2,44.5,26.2,85.66004386,1.243821806,1.639880855,6.628260941,164.4
"Putnam County, Tennessee",74553,442.4,37693,20.8,36.1,33.8,38.5,2.38,46.05161334,6.9,32.7,6.3,37.8,15.4,8.4,61,41.4,36.1,21.1,94.21758569,2.410242515,1.109605744,0.365804092,189.2
"Smith County, Texas",222936,429.6,45363,18.1,36.1,34.5,37.4,2.7,50.1637513,14.7,28.3,9.4,25.6,17.1,7.2,60.9,41.8,31.2,17.7,76.68511436,17.93686107,1.499411635,1.954015592,157.5
"Swisher County, Texas",7533,374.1,37527,20.9,36.1,34.5,37.8,2.73,57.40169622,20.3,52.8,0,35,11.2,6.4,55.8,36.4,40,25.3,83.76766498,6.365875794,0.350058343,2.787501621,133.2
"Troup County, Georgia",69763,483.7,41141,19.5,36.1,34.3,37.4,2.73,43.38811118,19,37.6,3.8,35.8,11.1,11.9,62.4,43.6,33.5,18.8,60.320618,34.41416063,1.755557814,1.392539242,186
"Washington County, Oregon",574326,429.2,66315,12.5,36.1,35.3,37,2.66,53.19678723,14.1,31.7,12,19,26.1,7.6,73.3,56.2,24.6,13.9,77.57321875,1.808849176,9.28408335,5.691015983,145.5
"Woodward County, Oklahoma",21559,378.2,56067,12.3,36.1,35.2,37.6,2.7,55.50427582,24.5,39.2,5.9,39.7,11.9,5.1,73.6,52.9,30.3,15.4,91.60869151,0.628990756,0.119127037,1.048317926,155.7
"Alexandria city, Virginia",153511,317.6,86419,9.6,36,35.9,36.2,2.21,36.21615156,14.4,23.7,23.9,12.1,29.8,4.5,76.4,57.3,17.6,8.6,64.09469913,21.37494558,6.586746141,3.159762917,135.4
"Burke County, Georgia",22745,470.4,35055,31.1,36,34.4,37.2,2.81,42.3475685,32,36.3,3.8,39.9,5.6,8.2,50,34.7,41.9,27.8,47.82892163,49.81092711,0.204285652,1.612552701,203.3
"Cape Girardeau County, Missouri",78572,422.7,47705,17,36,35.2,37.3,2.49,50.43463668,9,20.9,8.4,32,18.1,6.3,74.2,51.9,28.8,13.8,88.31275932,7.646316006,1.313042806,0.454861737,170.3
"Cobb County, Georgia",741334,470.3,66970,13,36,34.9,37.1,2.64,50.53198618,16,26.1,13.7,19.5,29.2,8,70.2,53.1,20.8,12.1,61.53103807,26.51540118,4.90326546,4.492910213,151.9
"Columbia County, Arkansas",24114,414.9,37495,24.1,36,33.7,37.6,2.37,47.35854955,10.9,19.9,7.3,38.2,13.3,10.1,60.5,39.9,38.8,22.6,60.04850578,35.59419575,0.702922679,1.623710281,210
"DeSoto County, Mississippi",173323,428.8,58479,10.1,36,34.8,37,2.8,53.63939343,18.1,27.7,8.1,29.9,15.7,7.6,72.7,53.5,25.1,12.5,71.44840022,23.86319149,1.328698706,1.023809806,193.9
"Duval County, Florida",913010,504.4,46013,18.2,36,34.6,37.6,2.58,41.79490974,17.1,32.4,8.9,28.6,18.7,10,63.5,41.7,32,19.3,61.47665866,29.39720863,4.356256449,1.135545818,189.2
"Lumpkin County, Georgia",31408,536.1,44653,18.6,36,35.5,36.6,2.66,50.8388959,9.3,23.2,8.9,28.6,18,8.2,66.3,40.6,28.9,15.4,94.64441642,2.263833641,0.278128133,0.417192199,158.1
"Natrona County, Wyoming",82178,451,57427,10.4,36,35.4,37.1,2.44,47.12271638,17.3,33,5.4,27.5,14.5,5.1,69.6,50.2,26.8,13.4,92.55102423,1.114846709,0.947369737,1.261076602,168.2
"Scott County, Mississippi",28265,535.9,32049,26.9,36,34.5,37.2,2.85,41.294393,22.9,32.8,4.8,34.4,7.7,13.1,48.5,32.5,40.5,24.9,59.80277807,37.33078853,0.862404128,0.943696321,211
"Scurry County, Texas",17615,467.2,56444,14.1,36,35.7,37.1,2.65,57.2702332,18.6,36.2,4.8,30.7,10.1,3.3,64.9,42.5,31.4,17.4,86.9474417,4.548091426,0.295857988,5.737324516,203.5
"St. John the Baptist Parish, Louisiana",43626,460.8,47225,20.8,36,35.2,36.8,2.83,47.21497522,21.2,31,5.6,37.5,11.5,9.2,59,44.4,36.1,24.5,42.05747152,54.34433097,0.47553271,0.985032042,200.6
"Tallahatchie County, Mississippi",14588,447.4,28456,37.4,36,33.2,43.9,2.4,35.20291838,36.6,44.3,1,32.1,5.2,19,47.6,31.9,46.4,27.6,42.10842971,45.13002206,1.484056421,10.33491544,235
"Umatilla County, Oregon",76531,430.1,44780,18,36,35.3,36.6,2.7,49.63051429,24.5,34.8,5.6,29.1,10.1,9.4,59.6,40,38.9,23.7,84.93705856,0.69978368,0.811853319,5.724673565,181.2
"Vigo County, Indiana",107896,482,41260,20.2,36,34.7,37.9,2.45,43.98362892,11.8,26.8,6.9,33.6,13.8,8.9,63.7,44.6,34.3,19.6,87.51616359,6.092289504,1.894373222,0.850666864,201.2
"Yuma County, Colorado",10146,427.2,46838,14,36,36.5,35.9,2.6,50.6080207,20.8,29.1,4.4,31.7,14.7,2.5,61.6,36,35.9,21.3,94.14825724,1.197839961,0.108001964,2.405498282,184.3
"Atchison County, Kansas",16398,450.5,44199,17.4,35.9,34.1,37.4,2.53,47.107575,5,22.8,8.7,41,12.7,7.3,69.3,46,32,15.6,90.57295737,4.094270426,0.336680094,0.402813684,180.2
"Buena Vista County, Iowa",20493,426.3,50719,12.4,35.9,34.7,36.9,2.55,51.84020956,15.5,22.4,2.3,31,12.3,3.7,70.7,48.1,31.3,16.4,81.00160921,2.877066368,7.748573658,5.456673331,149.1
"Cook County, Illinois",5238216,470.8,55058,17.1,35.9,34.7,37.1,2.65,41.00879123,14.9,26.7,15.5,24,21.5,10.7,61.5,46.3,32.6,22,56.84258229,23.98259642,6.772830076,9.847732972,177
"Douglas County, Georgia",140733,462.3,54581,14.2,35.9,34.5,36.9,2.87,49.25125852,19.1,33.9,5.4,31.2,16.7,10.5,64.9,48.7,27,16.1,51.1661295,41.63712277,1.722824495,3.006152945,175.3
"Garfield County, Colorado",58095,379.6,62529,10.2,35.9,35.8,36.1,2.72,58.66550286,29.1,33.1,8.1,26.1,19.6,6.9,58.2,39.5,23.3,14,88.09306889,0.872520849,0.737613007,7.099306188,126.4
"Hampshire County, Massachusetts",161292,415.4,57737,15,35.9,35.2,36.5,2.36,44.85169961,4.6,10.7,7.8,24.2,21.6,7.2,79.7,57.6,29.5,15.3,88.78880809,2.712756362,5.265646091,0.827947424,164.4
"Jefferson County, Texas",254308,445.6,41147,21.2,35.9,35.1,37.1,2.53,41.36584844,17.2,34.8,5.8,33.3,13,8.8,54.7,38.8,33.1,20.5,58.13573666,33.61147142,3.489512481,2.555838527,187.7
"Kane County, Illinois",530847,446.2,72131,10.7,35.9,35,36.8,3.01,58.70105926,18.4,31.2,8.3,23.5,20.4,7.6,68.4,53.5,28.2,18.3,72.70493021,5.545204101,3.694516524,15.53194408,156.6
"Pierce County, Wisconsin",40889,278.5,68471,10.8,35.9,36.1,35.8,2.51,55.33372867,5.8,18.6,5.8,32.6,19.1,3.6,79.4,61,23.5,12,96.4141278,0.485306012,1.107870291,0.428932082,149.8
"Reagan County, Texas",3792,359.8,62376,11.2,35.9,35.8,37.1,2.93,60.23007395,12.5,60.2,6.3,37.1,8.1,2.2,56.2,39.3,18.3,10.1,58.75486381,1.8065592,0,38.74374653,133.1
"Ada County, Idaho",434211,469,57908,11.6,35.8,35,36.6,2.61,52.60735221,10.4,30.1,11.4,21.4,24.8,6.6,76.1,53.6,23.7,11.1,91.4024158,1.135566142,2.665143317,1.284308301,151.6
"Boulder County, Colorado",319372,409.9,71546,13.3,35.8,34.4,37.1,2.45,47.57827549,5.6,19,15.9,12.7,31.8,6.1,78.3,53.6,21.8,11.8,88.40216494,0.904100222,4.313748258,2.842287248,124.1
"Dorchester County, South Carolina",152478,483.1,56388,12.8,35.8,35,36.7,2.77,52.13282937,18.2,34.3,7.5,29.2,15.8,8,70.3,46,28.3,15,68.06368596,25.51007103,1.709501424,1.190680438,172.9
"Evangeline Parish, Louisiana",33743,459.2,32615,24.1,35.8,34.6,37.5,2.65,45.14806759,33.7,36,2.3,34.6,9.3,10.4,49,30.9,47.8,31.2,68.48199479,27.86069652,0.068111822,1.652452026,211.4
"Hall County, Nebraska",61680,469.4,48499,14.7,35.8,34.8,37.1,2.67,49.11068515,17.7,43.3,4.5,32.5,12.4,6,65.7,46.8,30.2,16.7,92.75233583,2.197657587,1.115278326,2.107185156,160.8
"Iberia Parish, Louisiana",74103,515.4,45226,19.4,35.8,34.7,37.1,2.77,46.37692162,23.5,41.4,3.3,42.1,9,10.6,58,38.6,37.5,23,62.28867429,31.42633017,2.687386729,0.742513998,205.9
"Marion County, Oregon",330700,470.8,48554,17.7,35.8,34.6,37.3,2.75,50.02280782,17,35.5,4.9,27.2,14.5,10.7,61,41.2,38,22.9,81.69177038,1.021471947,1.834133002,8.432866525,168.9
"Neshoba County, Mississippi",29463,419.5,37686,20.7,35.8,34.7,36.9,2.71,44.7662507,24.8,20.5,4.8,32.7,9,9.8,55.3,36.9,37.2,22.6,59.36114777,22.36997936,0.477108923,0.087977532,181.3
"Pecos County, Texas",16203,323.1,44817,17.8,35.8,36,34.3,3.17,55.31228394,30,34.1,7,35.2,6.6,4.8,64.1,50.7,23.9,12.7,84.79787436,4.289238945,0.158157778,9.318656292,129
"Pierce County, Washington",843954,510.9,60397,13.1,35.8,34.7,37,2.65,50.06357342,15.6,36.3,7.1,28.8,16.2,9.2,69.9,44.4,31.4,16.5,74.72966791,6.710854162,6.041472008,2.699184381,177.8
"Prince George's County, Maryland",909535,401.9,71904,10.3,35.8,34,37.7,2.86,39.11619384,12.6,28.9,9.6,26.1,18.1,8.7,68.6,50.6,27.3,16.3,20.39233168,63.44722765,4.270084766,8.909674558,172.7
"Scott County, Kentucky",52420,507.3,61989,10.9,35.8,35.3,36.4,2.65,56.81016231,15,35.3,7.4,30.7,17.2,6.9,75.4,58.1,24.8,13.9,88.59460321,5.185539479,0.878871218,2.670493045,179.6
"Southeast Fairbanks Census Area, Alaska",6839,372.9,59641,13.8,35.8,37.7,35.1,3.11,56.4478035,19.4,45.6,3.2,33.2,12.1,9.4,56.1,34.6,32.5,19.8,79.72684592,1.138141983,1.436904254,1.209275857,184.3
"Sumter County, South Carolina",107480,474.9,37906,23.2,35.8,33.6,38,2.6,44.40363807,15.6,30.8,5.3,29.2,11.8,12.4,59,30.9,39.9,23.1,48.89818793,46.32342708,1.294339238,0.97701736,185.2
"Yazoo County, Mississippi",27387,493.2,30313,34.6,35.8,35.3,36.9,2.82,34.75935829,26.3,40.2,2.2,36.2,9,19.8,41.7,27.2,48.8,33.5,38.44362438,57.51854108,0.437103651,2.429149798,207.4
"Acadia Parish, Louisiana",62577,492.7,40269,22,35.7,34.7,37.2,2.7,47.0950042,24.6,35.9,2.9,39.2,7.6,10.1,56.5,38.9,37.4,23.1,78.97302254,17.43480849,0.19464955,1.000595209,230.5
"Canadian County, Oklahoma",133378,499.8,68421,7.7,35.7,35,36.4,2.88,58.40512737,14,34,6.8,29.3,18.6,4.5,76.5,55.8,23.7,11.6,82.15511161,2.296482372,3.052467253,2.875753806,169.8
"Ellis County, Texas",163632,436.2,61157,11,35.7,34.5,36.5,2.95,62.54724327,16.6,34.4,4.9,29.7,14.9,6.5,65.6,48.2,24.9,14.4,81.29735512,9.243718881,0.609329038,4.975868787,175.4
"Hardin County, Kentucky",106439,512.4,50407,14.3,35.7,34,37.7,2.58,51.27798692,10,39.4,6.5,32.1,13,8.2,72.2,36.2,33.7,16.4,79.82404747,11.69079969,2.279385096,0.95788113,202.2
"Mecosta County, Michigan",43067,448.5,41572,23,35.7,33.5,37.7,2.61,50.00646078,8.7,22.6,2.6,34.4,13.6,12.2,67.9,44.4,37.2,18.5,93.01632757,2.748204429,0.815223667,0.251726288,177.2
"Navajo County, Arizona",108277,325.3,35457,28.5,35.7,34.5,37,3.08,46.90732222,30.7,36.4,0.6,29.5,9,19.8,40.1,24.1,52.7,37.8,48.40046073,0.669725793,0.585197295,3.412722003,146.8
"Nicollet County, Minnesota",33347,333.3,61279,10.2,35.7,35.6,35.7,2.39,52.822868,3.8,14.8,8,27,22.3,4,80.7,57.5,28,13.1,93.60756816,2.436075682,1.477966512,0.95810917,133.3
"Osceola County, Florida",323993,407.5,42945,19.3,35.7,34.2,37.2,3.23,51.46743486,19.4,33.1,6.6,34.3,12.7,9.8,51.9,36.5,34,23.1,75.6954831,11.32083624,2.622727424,6.549672616,155.6
"Stanton County, Kansas",2072,319.8,56591,11.5,35.7,36.9,33.6,2.58,59.3902439,21.3,27,3.5,27.4,16.4,2.4,76.6,52,23.8,11.3,75.10469986,1.023731968,0.604932527,17.21731038,127.9
"Victoria County, Texas",92382,444.5,51003,15.8,35.7,34.5,37.2,2.73,51.38418948,23,37,4.7,31.3,12.7,6.5,61.2,42.7,30.5,17.3,85.55033907,6.303066627,1.275263876,3.453978402,165.8
"Wichita County, Kansas",2157,444,53447,11.5,35.7,34.5,40.5,2.79,57.49039693,36.9,20.6,16.3,29.6,12.5,3.1,71.7,32.8,33.2,12.9,94.32849365,0,0.317604356,2.903811252,177.6
"Allen County, Indiana",368450,435.7,48651,15.2,35.6,34.6,36.6,2.55,47.38003074,17.3,29.9,9.6,29.4,17.5,8,66.9,50.4,29.1,17.6,79.4867562,11.57316077,3.16299494,2.071794702,170.7
"Bibb County, Georgia",153721,480.8,36014,28.2,35.6,34.1,37.5,2.59,36.90882667,17.6,35.2,5.8,32.6,14.5,12.4,55.9,37.9,38,24.1,42.94775734,53.09076581,1.719460521,0.480570484,199.3
"Caldwell County, Texas",40522,412.1,47227,16,35.6,33.6,37.4,2.85,50.6545659,20.8,51.2,3.3,36,11.1,5.2,53.5,37.1,32.2,19,73.70574631,7.078049152,0.203319186,15.79281775,159.3
"Eagle County, Colorado",53605,347.1,76661,7.8,35.6,35.4,35.7,2.94,54.29372197,20.6,32.4,13.6,17.9,34.8,4.4,72.2,46.9,15.7,8.6,88.5499087,0.659996957,1.048006695,7.47108947,80.8
"Greene County, Missouri",288072,434.6,40386,20.6,35.6,34.5,37.2,2.31,44.69897734,8.2,23.1,9.8,27.9,19,6.8,67.6,46.9,29.5,15.9,91.03797236,3.142235687,1.769736517,0.727738819,173.6
"Hall County, Georgia",193535,482.4,52238,16.8,35.6,34.4,36.6,3,56.16692476,20.6,36.3,3.8,28.1,14.2,7.5,61.5,43.8,29.4,17.1,82.72845314,7.546456928,1.747057196,5.992571149,153.5
"Los Angeles County, California",10170292,405.5,55686,18.7,35.6,34.4,36.8,3.02,44.58164997,15.3,27,9.9,20.7,19.8,10,55,39.7,32.9,23,53.25871046,8.276139555,14.12938014,19.59152207,148.4
"Maricopa County, Arizona",4167947,401.4,53929,17.1,35.6,34.5,36.8,2.75,47.03650145,16.7,30.5,8.3,23,19.5,7.7,63.1,44.1,31.4,19.8,79.58076654,5.221043651,3.78901398,6.188306389,146.6
"Mississippi County, Arkansas",43738,403.3,33577,27.1,35.6,34,37.1,2.57,43.72557027,19.8,40.8,3.1,36.6,8.2,12,49.5,31.9,45.2,30,61.72878031,34.64470399,0.296451498,1.633826676,236.4
"Otero County, New Mexico",64362,393,41736,20.2,35.6,33.1,37.9,2.63,48.6479635,16,34.1,3.7,29.5,9,12.7,53.2,19.5,47.2,27.5,75.95609174,3.708013105,1.345723996,8.291741939,161.1
"Reeves County, Texas",14732,345.2,39006,24.8,35.6,34.5,39.1,3.06,50.45748116,25,48.4,0.1,25.8,8.5,6.7,53.9,39.9,35.3,23.4,82.97482192,3.907186685,0.846322026,8.999224205,148.3
"Wright County, Minnesota",131311,413,76489,6,35.6,35.3,36,2.82,62.21363084,16.1,26.8,9.2,28.9,20.4,5.2,81.3,62.1,23.3,12.1,94.5637224,1.013279872,1.019496313,1.018719258,165.2
"Atascosa County, Texas",48435,387.6,52785,16.9,35.5,34.5,36.6,3.04,53.23829981,19.4,36.3,5,36,9.3,6.5,57.7,39,32.6,20.5,91.7194474,0.784272051,0.312433581,4.055260361,169.1
"Benton County, Washington",190309,452.4,58750,14.6,35.5,34.7,36.1,2.72,53.57704286,20.8,35.6,5.9,24.4,18.3,6.9,66.6,47.1,33.8,19.1,80.16330503,1.489752879,2.615584275,10.92088899,163.9
"Brazoria County, Texas",346312,429.3,73788,9.9,35.5,35,35.8,2.85,56.55408408,14.9,32.4,8.1,25.7,18.5,5.4,69.6,55.6,21.7,12.5,74.69863538,12.99718757,5.948917981,4.176450906,169.3
"Colquitt County, Georgia",45844,463.3,33509,26.5,35.5,34.4,36.8,2.86,49.62191015,36.5,37,2.1,36.7,8.1,8.3,41.2,27.9,39.5,26.2,68.40778724,23.09881801,0.230314618,6.28585086,184
"Crowley County, Colorado",5562,389.1,32570,40.5,35.5,38.6,30.1,3.78,47.21984602,17.3,31.6,5.7,39.1,7.8,27,44.7,27.2,52.9,37.2,84.03891191,5.260313457,0.378310214,5.854800937,110.7
"Fort Bend County, Texas",716087,399,88516,8.8,35.5,34.6,36.3,3.17,65.81954333,15.2,28.8,8.8,17.5,28,5.1,74,60,17.3,9.8,52.50671775,20.84468147,18.38740694,5.415664764,133.4
"Hanson County, South Dakota",3385,501.1,61945,8.1,35.5,35.4,35.9,2.96,70.26515152,28.1,17.2,3.6,34.4,19,1.1,83.3,55,23.6,8.5,93.73892499,3.48493798,0.177200236,0,154.1
"Jasper County, Missouri",118596,461.5,40047,19.6,35.5,34.4,36.5,2.52,48.7488741,11.9,32.1,7.8,35.6,15.1,6,64.1,45.1,31.4,17.3,91.19845713,2.236653468,1.079498908,0.896026761,187.3
"Karnes County, Texas",14975,424.2,43986,22.3,35.5,33.8,41.1,2.83,48.20143885,37,34.7,3.1,36.3,10,4.8,59.2,39.8,38.3,21.3,63.5929834,9.005981585,0.215068217,25.44525842,178.1
"Larimer County, Colorado",333577,395.3,57659,12.8,35.5,34.4,36.7,2.47,50.51543096,7,21.2,12.4,19,27.6,6.7,75.7,51.9,25.5,13.3,91.07618147,0.898415282,1.991660041,2.219799074,134.1
"Lonoke County, Arkansas",71645,492.3,54459,12.3,35.5,34.2,36.5,2.7,58.12651974,12.4,37.9,5.6,34,13.7,5.9,68.8,41.4,32.9,18,89.32537381,6.085640322,0.646475506,1.459874666,204.9
"Lyman County, South Dakota",3876,468.1,40639,24.9,35.5,34.4,36.8,2.74,46.05451937,32,32,7.3,36.5,13.4,7.4,55,32.5,34.7,20.7,57.72739119,0,0.99035705,0,136.6
"Minidoka County, Idaho",20461,405.3,46332,16.8,35.5,34.6,37,2.83,61.27588137,15.9,43.9,0.9,29.2,9.2,4.8,55.7,35.4,32.2,18.7,89.35844963,0.290941368,0.369840722,6.972730411,163.5
"Mitchell County, Texas",9067,434,41363,20.7,35.5,32.3,42.9,2.45,56.62913186,41.7,32.3,1.8,33.4,8.5,5.5,63.6,38,29.9,13,80.43407133,10.97175264,0.479877849,5.376813175,211.8
"Sacramento County, California",1501335,452,55803,18.1,35.5,34.2,36.8,2.76,44.78928273,13.9,29.5,7.2,22.3,19.1,11.8,63.2,45.4,35.2,21.6,59.58677393,9.957416675,15.04162824,6.8865327,168.9
"San Patricio County, Texas",67357,443.3,51958,15.8,35.5,34,36.9,2.87,53.95285545,22.5,39.2,2.8,31.1,10.3,5.2,58.1,42.6,31.4,19,92.21431815,2.096261541,0.976237324,2.445890722,202.5
"Schleicher County, Texas",3211,412.8,50361,13.6,35.5,36.2,35.1,3,57.63500931,5.4,44.5,9.2,23.6,14.2,4.1,59.5,45.8,25,12.4,75.46526055,0.093052109,0.186104218,23.6662531,205.8
"Scott County, Minnesota",141660,384.8,91688,5.5,35.5,35.2,35.9,2.9,64.00598227,15.6,27.9,14.9,23.4,28.1,4.6,85.5,68,16.8,8,85.67236131,2.941262143,5.920391489,1.580227495,153.9
"Wicomico County, Maryland",102370,532.1,51927,16.9,35.5,34.4,36.7,2.62,47.13293141,8.6,26.1,10.1,31.9,16.3,8.8,66.7,46.6,35.2,21.3,68.69403649,24.14362238,3.04797296,1.019944259,204.3
"Benton County, Minnesota",39710,388.3,52531,13.6,35.4,35.3,35.6,2.45,48.05527124,12.6,27,8,32.1,15.2,6.7,71.5,51.3,32.2,18,94.31427042,2.325284924,1.132046608,0.117284108,155.3
"Echols County, Georgia",4040,538.1,34444,27.1,35.4,37.2,33.9,2.86,53.31920904,26.4,33.2,2.5,36.2,6.5,10.1,40.2,28.3,35.9,24.9,83.64624506,2.0256917,0,10.62252964,126.4
"Gregg County, Texas",124108,441,50020,18.2,35.4,34.1,37.3,2.61,45.37901705,16.5,31.5,6.3,28.2,14,5.9,57.8,41.6,32.5,20,74.67242527,20.14483106,1.410966244,1.405283411,189.9
"Hampton city, Virginia",136454,491.9,47615,15.2,35.4,33.3,38,2.51,39.69588213,8.8,28.3,7.6,27.3,14.9,9.8,69.5,39.1,31.6,16.4,42.82139757,50.08352726,2.309583385,1.149685223,190.3
"Hardin County, Ohio",31682,433.4,45195,19,35.4,33.9,36.9,2.55,52.43500867,8.1,29.9,5.7,49.2,7.2,9.6,66.8,47.1,34.1,19.1,96.15263423,0.94844971,0.79405092,0.305646584,185.1
"La Crosse County, Wisconsin",118212,457.2,49790,12.6,35.4,34.5,36.3,2.41,47.7074118,5.3,26.7,8.4,27.7,19.5,5.4,76.9,56.5,28.6,13.7,91.48469004,1.389173672,4.463980589,0.651014968,160
"Orleans Parish, Louisiana",389617,466,35468,27.9,35.4,34.7,36.1,2.38,26.74611467,15.9,26.3,12.6,23.2,20,10.3,53.9,35.7,37.6,25.8,34.29306308,59.53898996,3.022790374,1.382923942,193.6
"Pickens County, South Carolina",121691,470.4,41375,19.5,35.4,33.5,37.9,2.53,50.25982171,8.3,17.8,7.1,32,13.1,9.2,67.6,47.6,31.1,17.4,88.66671107,6.672271986,1.665778695,0.965668809,165.3
"Randall County, Texas",130269,428,64636,9.7,35.4,33.9,37,2.55,53.33401681,11.3,24.9,6.7,22.1,20.4,3.9,73.4,53.2,25,12.1,90.65876859,2.749601678,1.50967803,1.930084712,160
"Sutter County, California",96463,395.8,51827,15.2,35.4,34.1,36.4,2.95,53.34461259,18.9,31.9,4.5,24.8,12.1,13.2,54.5,35,41.4,26.9,69.56439573,2.151248858,14.74482136,6.138776024,155.1
"West Baton Rouge Parish, Louisiana",25490,526.7,51550,20.5,35.4,34.6,36.7,2.61,47.02037259,18.4,35.9,5.7,39.2,14.1,6.5,68.1,50.1,30,17.1,59.75110463,37.81263934,0.571567554,0.575621225,182.8
"Woodbury County, Iowa",102782,469.7,45641,15.2,35.4,34.2,36.5,2.58,46.91639073,14.4,33.3,4.6,34.2,14.4,5.2,67.5,48.8,33.5,19.2,85.21505901,2.791378133,2.614844436,4.611333268,176.4
"Bee County, Texas",32874,341,40680,24.9,35.3,34.9,36.3,2.85,47.26089934,25.6,40.9,0.5,33.1,6.3,7,52.1,35.3,35.8,23.1,82.20704859,8.720413975,0.232707676,6.797513702,151.6
"Berkeley County, South Carolina",202786,462,52436,13.7,35.3,33.6,36.5,2.75,51.73547733,15.6,34.8,7.7,31.1,14.7,9.9,66.7,42.4,30.4,16.2,67.340003,24.50248692,2.486919783,2.273607661,175.8
"Evans County, Georgia",10787,444.5,33293,26.6,35.3,35.5,35.1,2.6,45.90657961,15.2,33.7,2.3,37.9,10.3,10.3,52.1,34.3,41.8,27.5,58.39652303,30.16460144,0.841501757,10.15350472,194.4
"Humboldt County, Nevada",17019,478.8,67423,10.7,35.3,34.9,35.4,2.74,51.35794438,31.9,40.2,4.7,37.4,8.8,7.8,69.4,53.9,20.6,11.6,87.06275268,0.451163063,0.31640007,4.371008379,191.5
"Humphreys County, Mississippi",8669,560.9,25562,40.3,35.3,32.3,37.5,2.91,26.98724239,24.6,34.4,2.7,27.8,7.8,26.8,33.5,23.4,53.4,39.8,22.60685663,75.40071238,0.111308994,0.745770258,220.9
"Livingston Parish, Louisiana",137788,494.6,58818,12.3,35.3,34.6,36.2,2.79,54.24088389,21.6,36.1,6.4,40.2,14.3,7,64.3,49.1,28.9,18.8,90.99284056,6.147115693,0.407617825,0.913034065,186.5
